"Discontinuation reports","DISCLAIMER: The information found within this file is presented in the language in which it was written and submitted."
"Report ID","Drug Identification Number","Report Type","Brand name","Company Name","Common or Proper name",Ingredients,Strength(s),"Packaging size","Route of administration","Discontinuation status","Dosage form(s)","Anatomical Therapeutical Chemical (ATC) Code","Anatomical Therapeutical Chemical (ATC) description","Discontinuation date","Anticipated discontinuation date",Reason,"Date Created","Date Updated","Tier 3"
253177,02247010,Discontinuation,TEVA-PRAVASTATIN,"TEVA CANADA LIMITED","PRAVASTATIN 40mg","PRAVASTATIN SODIUM",40MG,"30 BLS","ORAL; ORAL",Discontinued,TABLET,C10AA,"LIPID MODIFYING AGENTS, PLAIN",2025-03-19,,"Business reasons",2025-03-20,2025-03-20,No
258516,02247010,Discontinuation,TEVA-PRAVASTATIN,"TEVA CANADA LIMITED",PRAVASTATIN,"PRAVASTATIN SODIUM",40MG,30,"ORAL; ORAL",Discontinued,TABLET,C10AA,"LIPID MODIFYING AGENTS, PLAIN",2024-03-19,,"Business reasons",2025-05-28,2025-05-28,No
258519,02247009,Discontinuation,TEVA-PRAVASTATIN,"TEVA CANADA LIMITED",PRAVASTATIN,"PRAVASTATIN SODIUM",20MG,30,"ORAL; ORAL",Discontinued,TABLET,C10AA,"LIPID MODIFYING AGENTS, PLAIN",2025-03-19,,"Business reasons",2025-05-28,2025-05-28,No
258528,02247008,Discontinuation,TEVA-PRAVASTATIN,"TEVA CANADA LIMITED",PRAVASTATIN,"PRAVASTATIN SODIUM",10MG,30,"ORAL; ORAL",Discontinued,TABLET,C10AA,"LIPID MODIFYING AGENTS, PLAIN",2025-03-19,,"Business reasons",2025-05-28,2025-05-28,No
81376,00021695,Discontinuation,TEVA-PREDNISONE,"TEVA CANADA LIMITED",PREDNISONE,PREDNISONE,5MG,100,ORAL,Discontinued,TABLET,H02AB,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",2019-01-09,,"Business reasons",2019-04-11,2019-04-11,No
120033,02361183,Discontinuation,TEVA-PREGABALIN,"TEVA CANADA LIMITED","PREGABALIN 75MG CAP",PREGABALIN,75MG,60,"ORAL; ORAL",Discontinued,CAPSULE,N03AX,ANTIEPILEPTICS,2020-03-25,,"Business reasons",2020-07-10,2020-07-10,No
258622,02361221,Discontinuation,TEVA-PREGABALIN,"TEVA CANADA LIMITED",PREGABALIN,PREGABALIN,225MG,60,"ORAL; ORAL",Discontinued,CAPSULE,N02BF,,2022-03-23,,"Business reasons",2025-05-28,2025-05-28,No
258627,02361205,Discontinuation,TEVA-PREGABALIN,"TEVA CANADA LIMITED",PREGABALIN,PREGABALIN,150MG,60,"ORAL; ORAL",Discontinued,CAPSULE,N02BF,,2022-03-23,,"Business reasons",2025-05-28,2025-05-28,No
258631,02361159,Discontinuation,TEVA-PREGABALIN,"TEVA CANADA LIMITED",PREGABALIN,PREGABALIN,25MG,60,"ORAL; ORAL",Discontinued,CAPSULE,N02BF,,2022-03-23,,"Business reasons",2025-05-28,2025-05-28,No
258756,02361248,Discontinuation,TEVA-PREGABALIN,"TEVA CANADA LIMITED",PREGABALIN,PREGABALIN,300MG,60,"ORAL; ORAL",Discontinued,CAPSULE,N02BF,,2022-09-16,,"Business reasons",2025-05-28,2025-05-28,No
255840,02226383,Discontinuation,TEVA-PROCTOSONE,"TEVA CANADA LIMITED",PROCTOSONE,"ESCULIN; FRAMYCETIN SULFATE; DIBUCAINE HYDROCHLORIDE; HYDROCORTISONE","1%; 1%; 0.5%; 0.5%","15 & 30g","RECTAL; RECTAL",Discontinued,OINTMENT,C05AA,"AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE",2025-04-07,,"Business reasons",2025-04-25,2025-04-25,No
258499,00629359,Discontinuation,TEVA-PROFEN,"TEVA CANADA LIMITED","NOVO-PROFEN 600MG TABLETS 100",IBUPROFEN,600MG,"100, 500","ORAL; ORAL",Discontinued,TABLET,M01AE,"ANTIINFLAMMATORY/ANTIRHEUMATIC PROD.,NON-STEROIDS",2019-05-01,,"Business reasons",2025-05-28,2025-05-28,No
258574,02439913,Discontinuation,TEVA-PROGESTERONE,"TEVA CANADA LIMITED",PROGESTERONE,PROGESTERONE,100MG,500,"ORAL; ORAL",Reversed,CAPSULE,G03DA,PROGESTOGENS,,,"Business reasons",2025-05-28,2025-06-20,No
64846,02284243,Discontinuation,TEVA-QUETIAPINE,"TEVA CANADA LIMITED",QUETIAPINE,QUETIAPINE,100MG,500,ORAL,Discontinued,TABLET,N05AH,ANTIPSYCHOTICS,2018-03-30,,"Business reasons",2018-10-19,2018-10-19,No
64849,02284235,Discontinuation,TEVA-QUETIAPINE,"TEVA CANADA LIMITED",QUETIAPINE,QUETIAPINE,25MG,500,ORAL,Discontinued,TABLET,N05AH,ANTIPSYCHOTICS,2018-03-30,,"Business reasons",2018-10-19,2018-10-19,No
65036,02284243,Discontinuation,TEVA-QUETIAPINE,"TEVA CANADA LIMITED",QUETIAPINE,QUETIAPINE,100MG,100,ORAL,Discontinued,TABLET,N05AH,ANTIPSYCHOTICS,2018-09-30,,"Business reasons",2018-10-19,2018-10-19,No
65039,02284278,Discontinuation,TEVA-QUETIAPINE,"TEVA CANADA LIMITED",QUETIAPINE,QUETIAPINE,200MG,100,ORAL,Discontinued,TABLET,N05AH,ANTIPSYCHOTICS,2018-09-30,,"Business reasons",2018-10-19,2018-10-19,No
65044,02284235,Discontinuation,TEVA-QUETIAPINE,"TEVA CANADA LIMITED",QUETIAPINE,QUETIAPINE,25MG,100,ORAL,Discontinued,TABLET,N05AH,ANTIPSYCHOTICS,2018-09-30,,"Business reasons",2018-10-19,2018-10-19,No
65047,02284286,Discontinuation,TEVA-QUETIAPINE,"TEVA CANADA LIMITED",QUETIAPINE,QUETIAPINE,300MG,100,ORAL,Discontinued,TABLET,N05AH,ANTIPSYCHOTICS,2018-09-30,,"Business reasons",2018-10-19,2018-10-19,No
104294,00021016,Discontinuation,TEVA-QUININE,"TEVA CANADA LIMITED","QUININE CAPS","QUININE SULFATE",300MG,500,ORAL,Discontinued,CAPSULE,P01BC,ANTIMALARIALS,2020-01-23,,"Business reasons",2020-01-24,2020-01-24,No
125976,00021008,Discontinuation,TEVA-QUININE,"TEVA CANADA LIMITED","QUININE 200 MG","QUININE SULFATE",200MG,500,"ORAL; ORAL",Discontinued,CAPSULE,P01BC,ANTIMALARIALS,2020-10-08,,"Business reasons",2020-10-08,2020-10-09,No
120015,02296640,Discontinuation,"TEVA-RABEPRAZOLE EC","TEVA CANADA LIMITED","TEVA-RABEPRAZOLE 20MG TAB","RABEPRAZOLE SODIUM",20MG,100,"ORAL; ORAL",Discontinued,"TABLET (DELAYED-RELEASE)",A02BC,"DRUGS FOR PEPTIC ULCER AND GASTROESOPHAGEAL REFLUX DISEASE (GERD)",2020-03-25,,"Business reasons",2020-07-10,2020-07-10,No
120018,02296632,Discontinuation,"TEVA-RABEPRAZOLE EC","TEVA CANADA LIMITED","RABEPRAZOLE 10MG TAB","RABEPRAZOLE SODIUM",10MG,100,"ORAL; ORAL",Discontinued,"TABLET (DELAYED-RELEASE)",A02BC,"DRUGS FOR PEPTIC ULCER AND GASTROESOPHAGEAL REFLUX DISEASE (GERD)",2020-03-25,,"Business reasons",2020-07-10,2020-07-10,No
290355,02247947,Discontinuation,TEVA-RAMIPRIL,"TEVA CANADA LIMITED",TEVA-RAMIPRIL,RAMIPRIL,10MG,30,"ORAL; ORAL",Discontinued,CAPSULE,C09AA,"ACE INHIBITORS, PLAIN",2026-07-31,2026-07-31,"Business reasons",2026-07-31,2026-09-10,No
106136,00828556,Discontinuation,TEVA-RANITIDINE,"TEVA CANADA LIMITED",RANITIDINE,,,"100's and 500's",,Discontinued,,,,2017-04-07,,"Business reasons",2020-02-13,2020-02-13,No
106139,00828564,Discontinuation,TEVA-RANITIDINE,"TEVA CANADA LIMITED",RANITIDINE,,,"60's bottles",,Discontinued,,,,2017-04-07,,"Business reasons",2020-02-13,2020-02-13,No
81304,02242940,Discontinuation,"TEVA-RANITIDINE SOLUTION","TEVA CANADA LIMITED","RANITIDINE SOL",RANITIDINE,15MG,300ML,ORAL,Discontinued,SOLUTION,A02BA,"DRUGS FOR PEPTIC ULCER AND GASTROESOPHAGEAL REFLUX DISEASE (GERD)",2018-10-30,,"Business reasons",2019-04-11,2019-04-11,No
258753,02418444,Discontinuation,TEVA-RASAGILINE,"TEVA CANADA LIMITED",RASAGILINE,RASAGILINE,1MG,30,"ORAL; ORAL",Reversed,TABLET,N04BD,"DOPAMINERGIC AGENTS",,,"Business reasons",2025-05-28,2025-06-04,No
133905,02413809,Discontinuation,TEVA-RISEDRONATE,"TEVA CANADA LIMITED","RISEDRONATE 150MG TABLET","RISEDRONATE SODIUM",150MG,"PP 3","ORAL; ORAL",Discontinued,TABLET,M05BA,"DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION",2021-02-05,,"Business reasons",2021-02-12,2021-02-12,No
256079,02298384,Discontinuation,TEVA-RISEDRONATE,"TEVA CANADA LIMITED","RISEDRONATE 30MG","RISEDRONATE SODIUM",30MG,30,"ORAL; ORAL",Discontinued,TABLET,M05BA,"DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION",2025-04-07,,"Business reasons",2025-04-29,2025-04-29,No
258473,02298384,Discontinuation,TEVA-RISEDRONATE,"TEVA CANADA LIMITED",RISEDRONATE,"RISEDRONATE SODIUM",30MG,30,"ORAL; ORAL",Discontinued,TABLET,M05BA,"DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION",2025-04-07,,"Business reasons",2025-05-28,2025-05-28,No
258673,02264196,Discontinuation,TEVA-RISPERIDONE,"TEVA CANADA LIMITED",TEVA-ROSPERIDONE,RISPERIDONE,1MG,100,"ORAL; ORAL",Reversed,TABLET,N05AX,ANTIPSYCHOTICS,,,"Business reasons",2025-05-28,2025-06-04,No
258679,02264218,Discontinuation,TEVA-RISPERIDONE,"TEVA CANADA LIMITED",TEVA-ROSPERIDONE,RISPERIDONE,2MG,100,"ORAL; ORAL",Reversed,TABLET,N05AX,ANTIPSYCHOTICS,,,"Business reasons",2025-05-28,2025-06-04,No
258685,02264226,Discontinuation,TEVA-RISPERIDONE,"TEVA CANADA LIMITED",TEVA-ROSPERIDONE,RISPERIDONE,3MG,100,"ORAL; ORAL",Reversed,TABLET,N05AX,ANTIPSYCHOTICS,,,"Business reasons",2025-05-28,2025-06-04,No
258688,02264234,Discontinuation,TEVA-RISPERIDONE,"TEVA CANADA LIMITED",TEVA-ROSPERIDONE,RISPERIDONE,4MG,100,"ORAL; ORAL",Reversed,TABLET,N05AX,ANTIPSYCHOTICS,,,"Business reasons",2025-05-28,2025-06-04,No
258711,02282690,Discontinuation,TEVA-RISPERIDONE,"TEVA CANADA LIMITED",RISPERIDONE,RISPERIDONE,0.25MG,100,"ORAL; ORAL",Reversed,TABLET,N05AX,ANTIPSYCHOTICS,,,"Business reasons",2025-05-28,2025-06-04,No
157428,02354608,Discontinuation,TEVA-ROSUVASTATIN,"TEVA CANADA LIMITED","ROSUVASTATIN 5MG",ROSUVASTATIN,5MG,"30's & 500","ORAL; ORAL",Discontinued,TABLET,C10AA,"LIPID MODIFYING AGENTS, PLAIN",2022-03-25,,"Business reasons",2022-03-25,2022-03-26,No
157431,02354616,Discontinuation,TEVA-ROSUVASTATIN,"TEVA CANADA LIMITED","TEVA-ROSUVASTATIN 10MG",ROSUVASTATIN,10MG,"30, 100, 500","ORAL; ORAL",Discontinued,TABLET,C10AA,"LIPID MODIFYING AGENTS, PLAIN",2022-03-25,,"Business reasons",2022-03-25,2022-03-26,No
157434,02354624,Discontinuation,TEVA-ROSUVASTATIN,"TEVA CANADA LIMITED","ROSUVASTATIN	20mg",ROSUVASTATIN,20MG,30,"ORAL; ORAL",Discontinued,TABLET,C10AA,"LIPID MODIFYING AGENTS, PLAIN",2022-03-25,,"Business reasons",2022-03-25,2022-03-26,No
157437,02354632,Discontinuation,TEVA-ROSUVASTATIN,"TEVA CANADA LIMITED","ROSUVASTATIN	40mg",ROSUVASTATIN,40MG,"30, 100, 500","ORAL; ORAL",Discontinued,TABLET,C10AA,"LIPID MODIFYING AGENTS, PLAIN",2022-03-25,,"Business reasons",2022-03-25,2022-03-26,No
258765,02354624,Discontinuation,TEVA-ROSUVASTATIN,"TEVA CANADA LIMITED",ROSUVASTATIN,ROSUVASTATIN,20MG,100,"ORAL; ORAL",Reversed,TABLET,C10AA,"LIPID MODIFYING AGENTS, PLAIN",,,"Business reasons",2025-05-28,2025-06-04,No
258486,00613223,Discontinuation,TEVA-SPIRONOLACTONE,"TEVA CANADA LIMITED","TEVA-SPIRONOLACTONE 100MG TABS UD 100",SPIRONOLACTONE,100MG,100,"ORAL; ORAL",Discontinued,TABLET,C03DA,"POTASSIUM-SPARING AGENTS",2016-08-02,,"Business reasons",2025-05-28,2025-05-28,No
266359,02045702,Discontinuation,TEVA-SUCRALFATE,"TEVA CANADA LIMITED","SUCRALFATE 1GM",SUCRALFATE,1G,"ALL (100's and 500's)","ORAL; ORAL",Discontinued,TABLET,A02BX,"DRUGS FOR PEPTIC ULCER AND GASTROESOPHAGEAL REFLUX DISEASE (GERD)",2025-08-28,2025-08-28,"Business reasons",2025-09-02,2025-09-02,No
258471,00608211,Discontinuation,TEVA-TECNAL,"TEVA CANADA LIMITED","RATIO-TECNAL TABLETS 500","BUTALBITAL; ACETYLSALICYLIC ACID; CAFFEINE","50MG; 330MG; 40MG",500,"ORAL; ORAL",Discontinued,TABLET,N02BA,"OTHER ANALGESICS AND ANTIPYRETICS",2016-05-01,,"Business reasons",2025-05-28,2025-05-28,No
258478,00608238,Discontinuation,TEVA-TECNAL,"TEVA CANADA LIMITED",RATIO-TECNAL,"ACETYLSALICYLIC ACID; CAFFEINE; BUTALBITAL","330MG; 40MG; 50MG",500,"ORAL; ORAL",Discontinued,CAPSULE,N02BA,"OTHER ANALGESICS AND ANTIPYRETICS",2016-09-13,,"Business reasons",2025-05-28,2025-05-28,No
258462,00608181,Discontinuation,"TEVA-TECNAL C 1/2","TEVA CANADA LIMITED","RATIO-TECNAL C-1/2 CAPSULES 500","BUTALBITAL; ACETYLSALICYLIC ACID; CODEINE PHOSPHATE; CAFFEINE","50MG; 330MG; 30MG; 40MG",500,"ORAL; ORAL",Discontinued,CAPSULE,N02AA,OPIOIDS,2019-03-15,,"Business reasons",2025-05-28,2025-05-28,No
81353,00608203,Discontinuation,"TEVA-TECNAL C 1/4","TEVA CANADA LIMITED","TECNAL C 1/4","ACETYLSALICYLIC ACID; BUTALBITAL; CODEINE PHOSPHATE; CAFFEINE","330MG; 50MG; 15MG; 40MG",500,ORAL,Discontinued,CAPSULE,N02AA,OPIOIDS,2019-01-09,,"Business reasons",2019-04-11,2019-04-11,No
258603,02395282,Discontinuation,TEVA-TEMOZOLOMIDE,"TEVA CANADA LIMITED",TEMOZOLOMIDE,TEMOZOLOMIDE,100MG,20,"ORAL; ORAL",Discontinued,CAPSULE,L01AX,ALKYLATINGAGENTS,2017-04-07,,"Business reasons",2025-05-28,2025-05-28,No
258609,02395274,Discontinuation,TEVA-TEMOZOLOMIDE,"TEVA CANADA LIMITED",TEMOZOLOMIDE,TEMOZOLOMIDE,20MG,20,"ORAL; ORAL",Discontinued,CAPSULE,L01AX,ALKYLATINGAGENTS,2017-09-30,,"Business reasons",2025-05-28,2025-05-28,No
256088,02403889,Discontinuation,TEVA-TENOFOVIR,"TEVA CANADA LIMITED","TENOFOVIR 300MG","TENOFOVIR DISOPROXIL FUMARATE",300MG,30,"ORAL; ORAL",Discontinued,TABLET,J05AF,"DIRECT ACTING ANTIVIRALS",2025-04-07,,"Business reasons",2025-04-29,2025-04-29,No
260552,02230807,Discontinuation,TEVA-TERAZOSIN,"TEVA CANADA LIMITED","TERAZOSIN 5MG",TERAZOSIN,5MG,100,"ORAL; ORAL",Discontinued,TABLET,G04CA,"DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY",2025-06-16,,"Business reasons",2025-06-17,2025-06-17,No
258663,02254727,Discontinuation,TEVA-TERBINAFINE,"TEVA CANADA LIMITED","ACT-TERBINAFINE 250MG TABLETS 100",TERBINAFINE,250MG,100,"ORAL; ORAL",Discontinued,TABLET,D01BA,"ANTIFUNGALS FOR SYSTEMIC USE",2020-05-13,,"Business reasons",2025-05-28,2025-05-28,No
258780,02254727,Discontinuation,TEVA-TERBINAFINE,"TEVA CANADA LIMITED",TERBINAFINE,TERBINAFINE,250MG,30,"ORAL; ORAL",Discontinued,TABLET,D01BA,"ANTIFUNGALS FOR SYSTEMIC USE",2023-05-01,,"Business reasons",2025-05-28,2025-05-28,No
266365,02254727,Discontinuation,TEVA-TERBINAFINE,"TEVA CANADA LIMITED","TERBINAFINE 250MG",TERBINAFINE,250MG,"ALL(100's and PP 30's)","ORAL; ORAL",Discontinued,TABLET,D01BA,"ANTIFUNGALS FOR SYSTEMIC USE",2025-08-28,2025-08-28,"Business reasons",2025-09-02,2025-09-02,No
258658,02299607,Discontinuation,TEVA-TOLTERODINE,"TEVA CANADA LIMITED",TOLTERODINE,"TOLTERODINE TARTRATE",2MG,60,ORAL,Discontinued,TABLET,G04BD,"OTHER UROLOGICALS, INCL ANTISPASMODICS",2024-12-20,,"Business reasons",2025-05-28,2025-05-28,No
258661,02299593,Discontinuation,TEVA-TOLTERODINE,"TEVA CANADA LIMITED",TOLTERODINE,"TOLTERODINE TARTRATE",1MG,60,"ORAL; ORAL",Discontinued,TABLET,G04BD,"OTHER UROLOGICALS, INCL ANTISPASMODICS",2024-12-20,,"Business reasons",2025-05-28,2025-05-28,No
258553,01927914,Discontinuation,TEVA-TOPILENE,"TEVA CANADA LIMITED","TEVA-TOPILENE 0.05% LOTION 30ML",BETAMETHASONE,0.05%,30,"TOPICAL; TOPICAL",Discontinued,LOTION,D07AC,"CORTICOSTEROIDS, PLAIN",2021-11-29,,"Business reasons",2025-05-28,2025-05-28,No
231589,00809187,Discontinuation,TEVA-TOPISONE,"TEVA CANADA LIMITED",TOPISONE,BETAMETHASONE,0.05%,"30ml & 75ml","TOPICAL; TOPICAL",Discontinued,LOTION,D07AC,"CORTICOSTEROIDS, PLAIN",2024-06-28,2024-06-28,"Business reasons",2024-06-28,2024-06-29,No
256104,02441071,Discontinuation,TEVA-TOPOTECAN,"TEVA CANADA LIMITED","TOPOTECAN 4MG",TOPOTECAN,4MG,1,"INTRAVENOUS; INTRAVENOUS",Discontinued,"POWDER FOR SOLUTION",L01CE,,2025-04-07,,"Business reasons",2025-04-29,2025-04-29,No
258420,02441071,Discontinuation,TEVA-TOPOTECAN,"TEVA CANADA LIMITED",TOPOTECAN,TOPOTECAN,4MG,"1 VIAL","INTRAVENOUS; INTRAVENOUS",Discontinued,"POWDER FOR SOLUTION",L01CE,,2025-04-07,,"Business reasons",2025-05-28,2025-05-28,No
120021,02415429,Discontinuation,TEVA-TRANDOLAPRIL,"TEVA CANADA LIMITED","TRANDOLAPRIL 0.5MG CAP",TRANDOLAPRIL,0.5MG,100,"ORAL; ORAL",Discontinued,CAPSULE,C09AA,"ACE INHIBITORS, PLAIN",2020-03-25,,"Business reasons",2020-07-10,2020-07-10,No
120024,02415437,Discontinuation,TEVA-TRANDOLAPRIL,"TEVA CANADA LIMITED","TRANDOLAPRIL 1MG CAP",TRANDOLAPRIL,1MG,100,"ORAL; ORAL",Discontinued,CAPSULE,C09AA,"ACE INHIBITORS, PLAIN",2020-03-25,,"Business reasons",2020-07-10,2020-07-10,No
120027,02415445,Discontinuation,TEVA-TRANDOLAPRIL,"TEVA CANADA LIMITED","TRANDOLAPRIL 2MG CAP",TRANDOLAPRIL,2MG,100,"ORAL; ORAL",Discontinued,CAPSULE,C09AA,"ACE INHIBITORS, PLAIN",2020-03-25,,"Business reasons",2020-07-10,2020-07-10,No
120030,02415453,Discontinuation,TEVA-TRANDOLAPRIL,"TEVA CANADA LIMITED","TEVA-TRANDOLAPRIL 4MG CAP",TRANDOLAPRIL,4MG,100,"ORAL; ORAL",Discontinued,CAPSULE,C09AA,"ACE INHIBITORS, PLAIN",2020-03-25,,"Business reasons",2020-07-10,2020-07-10,No
103788,02412063,Discontinuation,"TEVA-TRAVOPROST Z OPHTHALMIC SOLUTION","TEVA CANADA LIMITED","TEVA-TRAVOPROST OPHTH SOLN 0.004%",TRAVOPROST,0.004%,"2.5 & 5ml",OPHTHALMIC,Discontinued,SOLUTION,S01EE,"ANTIGLAUCOMA PREPARATIONS AND MIOTICS",2019-11-30,,"Business reasons",2020-01-21,2020-01-21,No
258390,00550507,Discontinuation,TEVA-TRIACOMB,"TEVA CANADA LIMITED","TEVA-TRIACOMB CREAM","GRAMICIDIN; NEOMYCIN; TRIAMCINOLONE ACETONIDE; NYSTATIN","0.25MG; 2.5MG; 1MG; 100000UNIT","60G, 450G","TOPICAL; TOPICAL",Discontinued,CREAM,D07CB,"CORTICOSTEROIDS, COMB WITH ANTIBIOTICS",2019-03-15,,"Business reasons",2025-05-28,2025-05-28,No
14060,00532657,Discontinuation,TEVA-TRIAMTERENE/HCTZ,"TEVA CANADA LIMITED",TRIAMTERENE/HCTZ,"HYDROCHLOROTHIAZIDE; TRIAMTERENE","25MG; 50MG","100 U/D",ORAL,Discontinued,TABLET,C03EA,"DIURETICS AND POTASSIUM-SPARING AGENTS IN COMB",2017-04-07,,"Business reasons",2017-06-27,2017-06-27,No
115091,00532657,Discontinuation,TEVA-TRIAMTERENE/HCTZ,"TEVA CANADA LIMITED","TRIAMTERENE/HCTZ  50/25MG TABS","TRIAMTERENE; HYDROCHLOROTHIAZIDE","50MG; 25MG",500,"ORAL; ORAL",Discontinued,TABLET,C03EA,"DIURETICS AND POTASSIUM-SPARING AGENTS IN COMB",2020-05-08,2020-05-08,"Business reasons",2020-05-14,2020-05-14,No
65017,00510637,Discontinuation,TEVA-TRIMEL,"TEVA CANADA LIMITED",SULFA/TRIMEL,"SULFAMETHOXAZOLE; TRIMETHOPRIM","400MG; 80MG",100,ORAL,Discontinued,TABLET,J01EE,"SULFONAMIDES AND TRIMETHOPRIM",2018-08-31,,"Business reasons",2018-10-19,2018-10-19,No
106133,00510637,Discontinuation,TEVA-TRIMEL,"TEVA CANADA LIMITED","SULFAMETHOXAZOLE/ TRIMETHOPRIM","SULFAMETHOXAZOLE; TRIMETHOPRIM","400MG; 80MG",100,ORAL,Discontinued,TABLET,J01EE,"SULFONAMIDES AND TRIMETHOPRIM",2018-08-31,,"Business reasons",2020-02-13,2020-02-13,No
65020,00510645,Discontinuation,"TEVA-TRIMEL DS","TEVA CANADA LIMITED",SULFA/TRIMEL,"SULFAMETHOXAZOLE; TRIMETHOPRIM","800MG; 160MG",100,ORAL,Discontinued,TABLET,J01EE,"SULFONAMIDES AND TRIMETHOPRIM",2018-08-31,2018-08-31,"Business reasons",2018-10-19,2018-10-19,No
65023,00510645,Discontinuation,"TEVA-TRIMEL DS","TEVA CANADA LIMITED",SULFA/TRIMEL,"SULFAMETHOXAZOLE; TRIMETHOPRIM","800MG; 160MG",100,ORAL,Discontinued,TABLET,J01EE,"SULFONAMIDES AND TRIMETHOPRIM",2018-08-31,,"Business reasons",2018-10-19,2018-10-19,No
258565,02240333,Discontinuation,TEVA-TRYPTOPHAN,"TEVA CANADA LIMITED",TRYPTOPHAN,TRYPTOPHAN,500MG,100,"ORAL; ORAL",Discontinued,TABLET,N06AX,ANTIDEPRESSANTS,2024-12-20,,"Business reasons",2025-05-28,2025-05-28,No
258616,02237250,Discontinuation,TEVA-TRYPTOPHAN,"TEVA CANADA LIMITED","RATIO-TRYPTOPHAN 1G TABLETS 100",TRYPTOPHAN,1G,100,"ORAL; ORAL",Discontinued,TABLET,N06AX,ANTIDEPRESSANTS,2016-11-01,,"Business reasons",2025-05-28,2025-05-28,No
258619,02240333,Discontinuation,TEVA-TRYPTOPHAN,"TEVA CANADA LIMITED","RATIO-TRYPTOPHAN 500MG TABLETS 100",TRYPTOPHAN,500MG,100,"ORAL; ORAL",Discontinued,TABLET,N06AX,ANTIDEPRESSANTS,2016-11-01,,"Business reasons",2025-05-28,2025-05-28,No
260534,02240333,Discontinuation,TEVA-TRYPTOPHAN,"TEVA CANADA LIMITED","TRYPTOPHAN 500MG",TRYPTOPHAN,500MG,100,"ORAL; ORAL",Discontinued,TABLET,N06AX,ANTIDEPRESSANTS,2025-06-16,,"Business reasons",2025-06-17,2025-06-17,No
258577,02413825,Discontinuation,TEVA-VALGANCICLOVIR,"TEVA CANADA LIMITED",VALGANCICLOVIR,VALGANCICLOVIR,450MG,60,"ORAL; ORAL",Reversed,TABLET,J05AB,"DIRECT ACTING ANTIVIRALS",,,"Business reasons",2025-05-28,2025-06-04,No
258768,02413825,Discontinuation,TEVA-VALGANCICLOVIR,"TEVA CANADA LIMITED",VALGANCICLOVIR,VALGANCICLOVIR,450MG,60,"ORAL; ORAL",Reversed,TABLET,J05AB,"DIRECT ACTING ANTIVIRALS",,,"Business reasons",2025-05-28,2025-06-04,No
258783,02413825,Discontinuation,TEVA-VALGANCICLOVIR,"TEVA CANADA LIMITED",VALGANCICLOVIR,VALGANCICLOVIR,450MG,60,"ORAL; ORAL",Reversed,TABLET,J05AB,"DIRECT ACTING ANTIVIRALS",,,"Business reasons",2025-05-28,2025-06-04,No
256146,02356643,Discontinuation,TEVA-VALSARTAN,"TEVA CANADA LIMITED","VALSARTAN 40MG",VALSARTAN,40MG,"PP 30","ORAL; ORAL",Discontinued,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",2025-04-07,,"Business reasons",2025-04-29,2025-04-29,No
256149,02356651,Discontinuation,TEVA-VALSARTAN,"TEVA CANADA LIMITED","VALSARTAN 80MG",VALSARTAN,80MG,"PP 30","ORAL; ORAL",Discontinued,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",2025-04-07,,"Business reasons",2025-04-29,2025-04-29,No
256152,02356678,Discontinuation,TEVA-VALSARTAN,"TEVA CANADA LIMITED","VALSARTAN 160MG",VALSARTAN,160MG,"PP 30","ORAL; ORAL",Discontinued,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",2025-04-07,,"Business reasons",2025-04-29,2025-04-29,No
256155,02356686,Discontinuation,TEVA-VALSARTAN,"TEVA CANADA LIMITED","VALSARTAN 3200MG",VALSARTAN,320MG,PP30,"ORAL; ORAL",Discontinued,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",2025-04-07,,"Business reasons",2025-04-29,2025-04-29,No
258484,02356686,Discontinuation,TEVA-VALSARTAN,"TEVA CANADA LIMITED",VALSARTAN,VALSARTAN,320MG,30,"ORAL; ORAL",Discontinued,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",2025-04-07,,"Business reasons",2025-05-28,2025-05-28,No
258490,02356678,Discontinuation,TEVA-VALSARTAN,"TEVA CANADA LIMITED",VALSARTAN,VALSARTAN,160MG,30,"ORAL; ORAL",Discontinued,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",2025-04-07,,"Business reasons",2025-05-28,2025-05-28,No
258496,02356651,Discontinuation,TEVA-VALSARTAN,"TEVA CANADA LIMITED",VALSARTAN,VALSARTAN,80MG,30,"ORAL; ORAL",Discontinued,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",2025-04-07,,"Business reasons",2025-05-28,2025-05-28,No
258501,02356643,Discontinuation,TEVA-VALSARTAN,"TEVA CANADA LIMITED",VALSARTAN,VALSARTAN,40MG,30,"ORAL; ORAL",Discontinued,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",2025-04-07,,"Business reasons",2025-05-28,2025-05-28,No
